Application Name;Application Version;Application Publisher;Application Uninstall
Application Spacelabs ABP;3.1;Spacelabs Healthcare;"""C:\Program Files (x86)\InstallShield Installation Information\{580763CB-1B47-4B55-B03A-8EA9DE8AF092}\setup.exe"" -runfromtemp -l0x040c -uninst -removeonly"
Applications ANFH;1.00.0000;A.N.F.H.;MsiExec.exe /qn /norestart /X{358B7A7A-AE5F-4758-BB2C-1AD4C2B85C47}
ARCANH ENC 2014;14.3.0.2;ATIH;MsiExec.exe /qn /norestart /X{F0C53A25-655E-468F-93A7-7A53FB1F6D4D}
ARCANH ENC 2014;14.4.0.6;ATIH;MsiExec.exe /qn /norestart /X{A7FEAB98-927B-483A-87DC-A9908E3AE4CB}
ARCANH ENC 2015;15.1.0.0;ATIH;MsiExec.exe /qn /norestart /X{906D6A0D-34B5-4F59-9647-8FC9D319B42F}
ARCANH ENC 2015;15.2.0.0;ATIH;MsiExec.exe /qn /norestart /X{903CAF67-CFCB-47E9-BBDC-2665688514DF}
ARCANH ENC 2015;15.3.0.0;ATIH;MsiExec.exe /qn /norestart /X{4D5FE86C-5997-4509-9B3D-42FF64D36186}
ARCANH ENC 2017;17.4.2.0;ATIH;MsiExec.exe /qn /norestart /X{6E326C74-5096-4124-8E2A-72D9AA82462C}
ARCANH MCO 2013.2.0.0;2013.2.0.0;ATIH;"""C:\Program Files (x86)\ATIH\ARCANH MCO 2013\uninst.exe"""
ARCANH RTC 2014;14.2.0.0;ATIH;MsiExec.exe /qn /norestart /X{CC3CD970-ACBA-4E9A-B869-4145FCEFD5AA}
ARCANH RTC 2015;15.0.1.0;ATIH;MsiExec.exe /qn /norestart /X{B0E9FB1C-DADE-48EC-8A3D-ADA9A07180B1}
ARCANH RTC 2015;15.0.3.0;ATIH;MsiExec.exe /qn /norestart /X{0B82DCDA-9081-4FB2-AEB6-973F57436BA9}
ARCANH RTC 2016;16.2.1.0;ATIH;MsiExec.exe /qn /norestart /X{E551A540-20AC-4327-9047-1C3AD246F242}
ARCANH RTC 2017;17.3.1.0;ATIH;MsiExec.exe /qn /norestart /X{7AFC4835-4E72-4D43-AF72-927F3366E1DE}
ARCANH RTC 2018;18.2.1.0;ATIH;MsiExec.exe /qn /norestart /X{EC6CE696-685A-442A-B61F-2E6CE720EDE5}
ArchiveOutlookAddIn32;16.3.1.1598;NetGovern;MsiExec.exe /qn /norestart /X{8873067E-DA9E-4CAE-ACE7-2D5A42300BBD}
Archiveur WinRAR;;;"""C:\Program Files\WinRAR\uninstall.exe"""
Assistance clientèle;1.0.0.0;Lexmark International, Inc.;MsiExec.exe /qn /norestart /X{B33D89E4-FB43-6749-447E-2E469AC9EB5B}
Assistant de téléchargement;6.70.0;Druide informatique inc.;MsiExec.exe /qn /norestart /X{93154A3C-9BB7-49D7-A571-4EB6373FA601}
ATI Catalyst Install Manager;3.0.820.0;ATI Technologies, Inc.;msiexec /q/x{63E42DE7-C468-31B0-E373-173C67C87B88} REBOOT=ReallySuppress
Au fil des mots 1.1;1.1;;"""C:\Program Files (x86)\orthoedition\Au fil des mots\uninstall.exe"""
Autodesk Design Review;14.0.0.177;Autodesk;"""C:\Program Files (x86)\Autodesk\Autodesk Design Review\Setup\Setup.exe"" /P {139C013B-5BAC-4101-BC6C-B2A78C0125A4} /M ADR /language fr-FR"
Autodesk DWG TrueView 2016 - Français (French);20.1.49.0;Autodesk;"""C:\Program Files\Autodesk\DWG TrueView 2016 - French\Setup\fr-FR\Setup\Setup.exe"" /P {5783F2D7-F028-040C-0000-0060B0CE6BBA} /M AOEM /language fr-FR"
Autodesk DWG TrueView 2017 - Français (French);21.0.301.0;Autodesk;"""C:\Program Files\Autodesk\DWG TrueView 2017 - Français (French)\Setup\fr-FR\Setup\Setup.exe"" /P {28B89EEF-0028-040C-0100-CF3F3A09B77D} /M AOEM /language fr-FR"
Autodesk DWG TrueView 2019 - Français (French);23.0.46.0;Autodesk;"""C:\Program Files\Autodesk\DWG TrueView 2019 - Français (French)\Setup\fr-FR\Setup\Setup.exe"" /P {28B89EEF-2028-040C-0100-CF3F3A09B77D} /M AOEM /language fr-FR"
AutoHotkey 1.1.14.03;1.1.14.03;Lexikos;"""C:\Program Files\AutoHotkey\AutoHotkey.exe"" ""C:\Program Files\AutoHotkey\Installer.ahk"""
Aviso;3.0.0;Quantel Medical;MsiExec.exe /qn /norestart /X{9A1AC848-47E6-4238-A59A-E8FE8FABAC90}
AxCrypt 2.1.1573.0;2.1.1573.0;AxCrypt AB;"""C:\ProgramData\Package Cache\{4802bd28-932d-4070-99e2-068ea74d872d}\AxCrypt.NET.Bootstrapper.exe"" /uninstall /quiet"
AXIS Camera Station Decoders 3.55;3.55.18;Axis Communications;"""C:\Program Files (x86)\Axis Communications\Components\unins000.exe"" /SILENT"
AXIS Camera Station Decoders 3.55;3.55.18;Axis Communications;"""C:\Program Files\Axis Communications\Components\unins000.exe"" /SILENT"
Backup and Sync from Google;3.45.5545.5747;Google, Inc.;MsiExec.exe /qn /norestart /X{768C0072-2FD2-4934-9824-B2A1E81AEA5D}
Bang & Olufsen Audio;8.65.153.50;Conexant Systems;"""C:\Program Files\CONEXANT\CNXT_AUDIO_HDA\UIU64a.exe"" -U -G -Ichdrt.inf"
Bang & Olufsen Audio;8.65.204.2;Conexant Systems;"""C:\Program Files\CONEXANT\CNXT_AUDIO_HDA\UIU64a.exe"" -U -G -Ichdrt.inf"
Bang & Olufsen Audio;9.0.142.0;Conexant;"""C:\Program Files\CONEXANT\CNXT_AUDIO_HDA\UIU64a.exe"" -U -G -Icisstrt.inf"
BarTender 9.10;9.10.2617;Seagull Scientific;
Base_Control_Version_1_5_1;;;"RunDll32 C:\PROGRA~1\COMMON~1\INSTAL~1\engine\6\INTEL3~1\Ctor.dll,LaunchSetup ""C:\Program Files\InstallShield Installation Information\{11DFB010-616C-11D5-BC15-0001021B942F}\Setup.exe"""
Base_Control_Version_1_5_1C;;;"RunDll32 C:\PROGRA~2\COMMON~1\INSTAL~1\engine\6\INTEL3~1\Ctor.dll,LaunchSetup ""C:\Program Files (x86)\InstallShield Installation Information\{11DFB010-616C-11D5-BC15-0001021B942F}\Setup.exe"""
Baxter RenalSoft v.2.0;2.0;Baxter Healthcare;"""C:\Program Files (x86)\Common Files\InstallShield\Driver\8\Intel 32\IDriver.exe"" /M{B3A7494A-FB64-4CAB-86E0-E07F424D3794} /l1033"
Baxter RenalSoft v.2.0.1;1;Baxter Healthcare Corporation;MsiExec.exe /qn /norestart /X{692F13D7-60B3-4C09-8E90-C82062CD47E5}
BDE;;KLS Logistic Systems;MsiExec.exe /qn /norestart /X{64C2864E-B1AA-45EA-9C9A-8D9BADEF7289}
BIM Vision version 2.13.4.0;2.13.4.0;Datacomp Sp. z o.o.;"""C:\Program Files (x86)\Datacomp\BIM Vision\unins000.exe"" /SILENT"
Bio-Rad Laboratories UnityConnect v1.2;1.2.0.0;Nom de votre société;"""C:\Program Files (x86)\InstallShield Installation Information\{8E6C1673-B78C-4689-AA71-84902C0981AA}\setup.exe"" -runfromtemp -l0x040c  -removeonly"
Bonjour;3.0.0.10;Apple Inc.;MsiExec.exe /qn /norestart /X{6E3610B2-430D-4EB0-81E3-2B57E8B9DE8D}
Broadcom 802.11 Network Adapter;6.20.55.57;Broadcom Corporation;"""C:\Program Files\Broadcom\Broadcom 802.11 Network Adapter\Driver\bcmwls32.exe"" uninstall"
Broadcom 802.11 Network Adapter;6.30.223.201;Broadcom Corporation;"""C:\Program Files\Broadcom\Broadcom 802.11 Network Adapter\Driver\bcmwls64.exe"" uninstall"
Brother MFL-Pro Suite MFC-7460DN;1.1.3.0;Brother Industries, Ltd.;"""C:\Program Files\InstallShield Installation Information\{3ACCCFB3-7B17-4E9F-ACB0-46868FCD4487}\Setup.exe""  -runfromtemp -l0x040c UNINSTALL Reg=BLL-FB -removeonly"
Brother MFL-Pro Suite MFC-8460N;1.0.0.0;Brother Industries, Ltd.;"""C:\Program Files (x86)\InstallShield Installation Information\{9211CCBB-BEFE-4A0C-9199-D7A535DBFE5F}\Setup.exe""  -runfromtemp -l0x040c UNINSTALL Reg=ALFB -removeonly"
Brother MFL-Pro Suite MFC-8460N;1.0.0.0;Brother Industries, Ltd.;"""C:\Program Files\InstallShield Installation Information\{9211CCBB-BEFE-4A0C-9199-D7A535DBFE5F}\Setup.exe""  -runfromtemp -l0x040c UNINSTALL Reg=ALFB -removeonly"
Brother MFL-Pro Suite MFC-8950DW;2.0.1.0;Brother Industries, Ltd.;"""C:\Program Files (x86)\InstallShield Installation Information\{37372D85-4945-4B6B-AC87-7BC5D1AB9F5C}\Setup.exe""  -runfromtemp -l0x040c UNINSTALL Reg=BL-FB -removeonly"
BusinessObjects 5.1.6;5.1.6;Business Objects;"""C:\Program Files (x86)\Business Objects\Setup 5.0\SETUP.EXE"""
BusinessObjects 5.1.6;5.1.6;Business Objects;"""C:\Program Files\Business Objects\Setup 5.0\SETUP.EXE"""
BusinessObjects 5.1.6;5.1.6;Business Objects;"""D:\Applis\Business Object\Setup 5.0\SETUP.EXE"""
BusinessObjects 5.1.6;5.1.6;Business Objects;"""d:\applis\Business Objects\Setup 5.0\SETUP.EXE"""
BusinessObjects 5.1.6;5.1.6;Business Objects;D:\Applis\Business Object\Setup 5.0\SETUP.EXE
BusinessObjects Edge Series 3.1 Client Tools;12.1.0.914;Business Objects;MsiExec.exe /qn /norestart /X{DAEF4F05-C369-4910-87C8-819C5B3D43E2}
CADD®-Solis Administrator;2.0.24;Smiths Medical, Inc.;MsiExec.exe /qn /norestart /X{47814F71-AAE9-4B85-9E01-7BB290F6172E}
CamStudio 2.7;2.7;CamStudio Open Source;"""C:\Program Files\CamStudio 2.7\unins000.exe"" /SILENT"
Canon CanoScan LiDE 120 On-screen Manual;7.7.1;Canon Inc.;"""C:\Program Files (x86)\Canon\IJ Manual\Canon CanoScan LiDE 120\uninstall.exe"""
Canon DR-2010C Driver;1.3.10909.11001;Canon Electronics;"RunDll32 C:\PROGRA~2\COMMON~1\INSTAL~1\PROFES~1\RunTime\10\01\Intel32\Ctor.dll,LaunchSetup ""C:\Program Files (x86)\InstallShield Installation Information\{66A5F2EF-1057-4BA4-AEEC-F27F037BF698}\setup.exe"" -l0x9  -uninst  -removeonly"
Canon driver for DR-C120;1.0.4715;Canon Electronics Inc.;MsiExec.exe /qn /norestart /X{B904B4B2-9481-424E-859E-16C828C7E0AD}
Canon driver for DR-C120;1.0.4974;Canon Electronics Inc.;MsiExec.exe /qn /norestart /X{1A90DCF8-8A89-42CF-91D7-901704AAF225}
Canon driver for DR-C120 (x64);1.0.4715;Canon Electronics Inc.;MsiExec.exe /qn /norestart /X{C6C18F81-D353-463D-9230-9E5E90B5580C}
Canon driver for DR-C130;1.0.4974;Canon Electronics Inc.;MsiExec.exe /qn /norestart /X{25B8908C-303A-4552-B54E-B92725443F0A}
Canon driver for DR-C130;1.0.5382;Canon Electronics Inc.;MsiExec.exe /qn /norestart /X{A50C0BB4-A814-40F5-8E61-FBE8A304D822}
Canon driver for DR-C130 (x64);1.0.4974;Canon Electronics Inc.;MsiExec.exe /qn /norestart /X{E0208019-A5DC-4192-A8E3-2F9B2FEACD4C}
Canon driver for DR-C130 (x64);1.0.5382;Canon Electronics Inc.;MsiExec.exe /qn /norestart /X{67711349-E575-455E-987E-FA2CC6204537}
Canon driver for DR-C240;1.0.5555;Canon Electronics Inc.;MsiExec.exe /qn /norestart /X{9C61919B-D9DC-415D-B90F-DE3AA2F6B2B3}
Canon driver for DR-C240;1.1.5723;Canon Electronics Inc.;MsiExec.exe /qn /norestart /X{1D078E34-14EA-431D-B240-233084B805EF}
Canon driver for DR-C240 (x64);1.0.5555;Canon Electronics Inc.;MsiExec.exe /qn /norestart /X{77E44D8E-6EB9-4613-95A3-0526DC60799E}
Canon driver for DR-C240 (x64);1.1.5723;Canon Electronics Inc.;MsiExec.exe /qn /norestart /X{B3A85AC0-2A12-4907-8D08-C611E7D8C225}
Canon driver for DR-C240 (x64);1.1.6103;Canon Electronics Inc.;MsiExec.exe /qn /norestart /X{356EFFEB-C591-4263-89BA-306BCDF7E16B}
Canon IJ Scan Utility;;Canon Inc.;"""C:\Program Files (x86)\Canon\IJ Scan Utility\MAINT.exe"" /UninstallRemove C:\Program Files (x86)\Canon\IJ Scan Utility\uninst.ini"
Canon IJ Scan Utility;;Canon Inc.;"""C:\Program Files\Canon\IJ Scan Utility\MAINT.exe"" /UninstallRemove C:\Program Files\Canon\IJ Scan Utility\uninst.ini"
Canon IJ Scan Utility;1.1.11.1;Canon Inc.;"""C:\Program Files (x86)\Canon\IJ Scan Utility\MAINT.exe"" /UninstallRemove C:\Program Files (x86)\Canon\IJ Scan Utility\uninst.ini"
Canon IJ Scan Utility;1.1.20.13;Canon Inc.;"""C:\Program Files (x86)\Canon\IJ Scan Utility\MAINT.exe"" /UninstallRemove C:\Program Files (x86)\Canon\IJ Scan Utility\uninst.ini"
Canon Inkjet Printer/Scanner/Fax Extended Survey Program;4.1.0;Canon Inc.;"""C:\Program Files (x86)\Canon\IJPLM\SETUP.EXE"" -R"
Canon Inkjet Printer/Scanner/Fax Extended Survey Program;4.2.0;Canon Inc.;"""C:\Program Files (x86)\Canon\IJPLM\SETUP.EXE"" -R"
Canon MG2500 series MP Drivers;1.00;Canon Inc.;"""C:\Program Files\CanonBJ\CanonIJ Uninstaller Information\{1199FAD5-9546-44f3-81CF-FFDB8040B7BF}_Canon_MG2500_series\DELDRV64.exe"" /U:{1199FAD5-9546-44f3-81CF-FFDB8040B7BF}_Canon_MG2500_series /L0x000c"
Canon MG2500 series On-screen Manual;7.6.1;Canon Inc.;"""C:\Program Files (x86)\Canon\IJ Manual\Canon MG2500 series\uninstall.exe"""
Canon MG3500 series MP Drivers;1.01;Canon Inc.;"""C:\Program Files\CanonBJ\CanonIJ Uninstaller Information\{1199FAD5-9546-44f3-81CF-FFDB8040B7BF}_Canon_MG3500_series\DELDRV.exe"" /U:{1199FAD5-9546-44f3-81CF-FFDB8040B7BF}_Canon_MG3500_series /L0x000c"
Canon MG3600 series MP Drivers;1.00;Canon Inc.;"""C:\Program Files\CanonBJ\CanonIJ Uninstaller Information\{1199FAD5-9546-44f3-81CF-FFDB8040B7BF}_Canon_MG3600_series\DELDRV64.exe"" /U:{1199FAD5-9546-44f3-81CF-FFDB8040B7BF}_Canon_MG3600_series /L0x000c"
Canon My Image Garden;2.0.1;Canon Inc.;"""C:\Program Files (x86)\Canon\My Image Garden\uninst.exe"" /UninstallRemove C:\Program Files (x86)\Canon\My Image Garden\uninst.ini"
Canon My Image Garden;3.0.0;Canon Inc.;"""C:\Program Files (x86)\Canon\My Image Garden\uninst.exe"" /UninstallRemove C:\Program Files (x86)\Canon\My Image Garden\uninst.ini"
Canon My Image Garden Design Files;2.0.0;Canon Inc.;"""C:\Program Files (x86)\Canon\My Image Garden\AddOn\uninst.exe"" /UninstallRemove C:\Program Files (x86)\Canon\My Image Garden\AddOn\uninst.ini"
Canon My Image Garden Design Files;3.0.0;Canon Inc.;"""C:\Program Files (x86)\Canon\My Image Garden\AddOn\uninst.exe"" /UninstallRemove C:\Program Files (x86)\Canon\My Image Garden\AddOn\uninst.ini"
Canon My Printer;3.1.0;Canon Inc.;"""C:\Program Files\Canon\MyPrinter\uninst.exe"" /UninstallRemove C:\Program Files\Canon\MyPrinter\uninst.ini"
Canon Quick Menu;2.2.1;Canon Inc.;"""C:\Program Files (x86)\Canon\Quick Menu\uninst.exe"" /UninstallRemove C:\Program Files (x86)\Canon\Quick Menu\uninst.ini"
Canon Quick Menu;2.4.0;Canon Inc.;"""C:\Program Files (x86)\Canon\Quick Menu\uninst.exe"" /UninstallRemove C:\Program Files (x86)\Canon\Quick Menu\uninst.ini"
CanoScan LiDE 120 Scanner Driver;1.00;Canon Inc.;"""C:\Program Files\CanonBJ\CanonIJ Uninstaller Information\{1199FAD5-9546-44f3-81CF-FFDB8040B7BF}_CNQ2415\DELDRV64.exe"" /U:{1199FAD5-9546-44f3-81CF-FFDB8040B7BF}_CNQ2415 /L0x000c"
CanoScan LiDE 120 Scanner Driver;1.02;Canon Inc.;"""C:\Program Files\CanonBJ\CanonIJ Uninstaller Information\{1199FAD5-9546-44f3-81CF-FFDB8040B7BF}_CNQ2415\DELDRV64.exe"" /U:{1199FAD5-9546-44f3-81CF-FFDB8040B7BF}_CNQ2415 /L0x000c"
CaptureOnTouch Evernote Plugin;1.2.11005;Canon Electronics Inc.;MsiExec.exe /qn /norestart /X{CE27CA2B-7663-4F6B-8E61-A455390AC71F}
CaptureOnTouch Evernote Plugin;1.3.41466;Canon Electronics Inc.;MsiExec.exe /qn /norestart /X{CE27CA2B-7663-4F6B-8E61-A455390AC71F}
CaptureOnTouch Google Docs(TM) Plugin;1.3.4625;Canon Electronics Inc.;MsiExec.exe /qn /norestart /X{31DAEBE6-4FF6-487F-8AB9-3BEFB9B863D1}
CaptureOnTouch plug-in for Application;1.1.5284;Canon Electronics Inc.;MsiExec.exe /qn /norestart /X{F67C0612-15FF-4B83-9BAB-9DFE1272CD95}
CaptureOnTouch plug-in for Application;1.3.5554;Canon Electronics Inc.;MsiExec.exe /qn /norestart /X{3B5099F7-9D25-4861-932D-774E794B3C02}
CaptureOnTouch plug-in for Application;1.4.5897;Canon Electronics Inc.;MsiExec.exe /qn /norestart /X{B935104A-28B3-4E5F-872E-0FDF2E55912A}
CaptureOnTouch plug-in for Dropbox;1.0.5459;Nom de votre société;MsiExec.exe /qn /norestart /X{961D4DBC-3948-47F9-8B54-054D4F450A6C}
CaptureOnTouch plug-in for Dropbox;1.2.5913;Nom de votre société;MsiExec.exe /qn /norestart /X{2E293504-3E6E-45AF-AAD3-F787663396CE}
CaptureOnTouch plug-in for eCopy Pro Office 6;1.1.5459;Canon Electronics Inc.;MsiExec.exe /qn /norestart /X{1FDB05DB-5777-4048-BF49-E03995A76175}
CaptureOnTouch plug-in for eCopy Pro Office 6;1.2.5897;Canon Electronics Inc.;MsiExec.exe /qn /norestart /X{15BC1341-97CE-4BE0-AD1E-EDAAF8C4584E}
CaptureOnTouch plug-in for Evernote;2.18.14403;Canon Electronics Inc.;MsiExec.exe /qn /norestart /X{FA29A556-60B1-4DD6-91E2-4A33ABD7E3A6}
CaptureOnTouch plug-in for Evernote;2.19.5913;Canon Electronics Inc.;MsiExec.exe /qn /norestart /X{77F4E895-401F-4BF9-8E47-A54E6DFCB89F}
CaptureOnTouch plug-in for Google Drive;2.1.5581;Nom de votre société;MsiExec.exe /qn /norestart /X{D0ED7AD2-FDC0-41A6-A3B2-88CE5AFACBD4}
CaptureOnTouch plug-in for Google Drive;2.3.5913;Nom de votre société;MsiExec.exe /qn /norestart /X{271B4448-4757-4881-8DA0-269F9FDA1B4A}
CaptureOnTouch plug-in for Mail;1.0.5459;Canon Electronics Inc.;MsiExec.exe /qn /norestart /X{2B9C2F86-B999-4559-A5D2-E7F4C09A4201}
CaptureOnTouch plug-in for Mail;1.2.5914;Canon Electronics Inc.;MsiExec.exe /qn /norestart /X{3A825EE5-F84E-4A66-B0BA-93C2F1910DC8}
CaptureOnTouch plug-in for Microsoft OneDrive;1.0.5459;Canon Electronics Inc.;MsiExec.exe /qn /norestart /X{7861F592-1E5F-47C5-9E9F-94C8BF4C93B6}
CaptureOnTouch plug-in for Microsoft OneDrive;1.3.5913;Canon Electronics Inc.;MsiExec.exe /qn /norestart /X{094F4098-0D67-4687-8B07-785CAEB838E0}
CaptureOnTouch plug-in for Microsoft SharePoint;2.01.41902;Canon Electronics Inc.;MsiExec.exe /qn /norestart /X{A3D34503-9C92-4C19-94F9-99D8D633E03F}
CaptureOnTouch plug-in for Microsoft SharePoint;2.02.42129;Canon Electronics Inc.;MsiExec.exe /qn /norestart /X{8887BAEB-9F16-4FC9-9E91-C640CD5FE309}
CaptureOnTouch plug-in for Microsoft SharePoint;2.3.5898;Canon Electronics Inc.;MsiExec.exe /qn /norestart /X{00E2B3C6-2261-4E15-955D-4D42411CA5E9}
CaptureOnTouch plug-in for Printer;1.0.5459;Canon Electronics Inc.;MsiExec.exe /qn /norestart /X{D340C507-358B-4DF4-B41F-EEFEB272A086}
CaptureOnTouch plug-in for Printer;1.1.5914;Canon Electronics Inc.;MsiExec.exe /qn /norestart /X{7EF93534-549B-435E-B7BB-67B3AC965EE4}
CaptureOnTouch plug-in for SugarSync;1.0.5459;Canon Electronics Inc.;MsiExec.exe /qn /norestart /X{656F4F78-9CE6-4BC4-8E96-D4722E034CFB}
CaptureOnTouch plug-in for SugarSync;1.1.5561;Canon Electronics Inc.;MsiExec.exe /qn /norestart /X{5831ACE9-1FFD-4318-9441-E15EB108E8D8}
CaptureOnTouch plug-in for SugarSync;1.3.5913;Canon Electronics Inc.;MsiExec.exe /qn /norestart /X{5C6463DA-766A-4EBB-A8F3-A2EA08FDF75E}
CapturePerfect 3.0;3.0.9109.903;Canon Electronics Inc.;"RunDll32 C:\PROGRA~2\COMMON~1\INSTAL~1\PROFES~1\RunTime\10\01\Intel32\Ctor.dll,LaunchSetup ""C:\Program Files (x86)\InstallShield Installation Information\{D2F3B366-830E-4371-9130-A8D6BE751363}\setup.exe"" -l0x40c  -uninst  -removeonly"
CapturePerfect 3.1;3.1.2712.1002;Canon Electronics Inc.;"RunDll32 C:\PROGRA~1\COMMON~1\INSTAL~1\PROFES~1\RunTime\10\01\Intel32\Ctor.dll,LaunchSetup ""C:\Program Files\InstallShield Installation Information\{50600275-223D-455E-959E-DCA40A037B7B}\setup.exe"" -l0x40c  -uninst  -removeonly"
CapturePerfect 3.1;3.1.2712.1002;Canon Electronics Inc.;"RunDll32 C:\PROGRA~2\COMMON~1\INSTAL~1\PROFES~1\RunTime\10\01\Intel32\Ctor.dll,LaunchSetup ""C:\Program Files (x86)\InstallShield Installation Information\{50600275-223D-455E-959E-DCA40A037B7B}\setup.exe"" -l0x40c  -uninst  -removeonly"
CapturePerfect 3.1;3.1.4115.210;Canon Electronics Inc.;"""C:\Program Files (x86)\InstallShield Installation Information\{50600275-223D-455E-959E-DCA40A037B7B}\setup.exe"" -runfromtemp -l0x040c  -uninst -removeonly"
CapturePerfect 3.1;3.1.4115.210;Canon Electronics Inc.;"""C:\Program Files\InstallShield Installation Information\{50600275-223D-455E-959E-DCA40A037B7B}\setup.exe"" -runfromtemp -l0x040c  -uninst -removeonly"
CapturePerfect 3.1;3.1.4516.630;Canon Electronics Inc.;"""C:\Program Files (x86)\InstallShield Installation Information\{50600275-223D-455E-959E-DCA40A037B7B}\setup.exe"" -runfromtemp -l0x040c  -uninst -removeonly"
CardioExpert;2.20.32;beurer;"""C:\Program Files (x86)\InstallShield Installation Information\{E17C4E04-13C0-400B-91FC-891A00A9BF58}\setup.exe"" -runfromtemp -l0x040c -removeonly"
cardPresso;1.4.159;Copyright 2011-17, cardPresso, Lda;"""C:\Users\008145\AppData\Local\cardPresso\cardPresso.exe"" /uninstall"
Carestream_csavi84000;12.1.5.1156;Carestream;MsiExec.exe /qn /norestart /X{3D6E0D5F-CD29-4744-B7AD-7CF46943A7ED}
Carestream_csavi84000;12.1.6.1005;Carestream;MsiExec.exe /qn /norestart /X{8FB560E2-CB3D-4D01-AE5D-7B9AE15BF487}
Carestream_mdweb2;12.1.5.0440;Carestream;MsiExec.exe /qn /norestart /X{2C945E56-3241-46A1-8F59-ED85D06DB440}
Casto 3D Cuisine;;SquareClock SAS;"""C:\Users\046244\AppData\Local\SquareClock.Production_Castorama_Internet\SQ.Remover.exe"""
Casto 3D Salle de Bain;;SquareClock SAS;"""C:\Users\046244\AppData\Local\SquareClock.Production_Castorama_Bathroom_Internet\SQ.Remover.exe"""
CCleaner;3.18;Piriform;"""C:\Program Files\CCleaner\uninst.exe"""
CCleaner;5.22;Piriform;"""C:\Program Files\CCleaner\uninst.exe"""
CCleaner;5.26;Piriform;"""C:\Program Files\CCleaner\uninst.exe"""
CDBurnerXP (64 bit);4.5.7.6389;Canneverbe Limited;MsiExec.exe /qn /norestart /X{CF0609C1-687B-4133-9AB9-D6DE00D20715}
CDImport;12.1.0.0000;Carestream Health, Inc.;"""C:\Program Files (x86)\InstallShield Installation Information\{20C43380-6B60-4DE6-B1F2-F185EB22A491}\setup.exe"" -runfromtemp -l0x0409  -removeonly"
CEM Viewer for NAVIS-EX;1.0.0;NIDEK CO., LTD.;"""C:\Program Files\InstallShield Installation Information\{08E2E6F7-8AAE-4ED6-9588-8092694F1A8E}\setup.exe"" -runfromtemp -l0x0409  -removeonly"
Centre d'informations;1.0.0.0;Lexmark International, Inc.;MsiExec.exe /qn /norestart /X{851828ED-8353-E017-70EE-BF284CE2B799}
Cherry SmartCard Package V3.2 Build 2;3.2.0.2;ZF Friedrichshafen AG;MsiExec.exe /qn /norestart /X{BABE1E59-F3A3-4B2B-80B1-41928543A042}
Chimio (supprimer uniquement);;;"""d:\Applis\chimio_uninst.exe"""
CHIPDRIVE - pilote V2.14.41;2.14.41;;"""C:\windows\setp-twk.exe"" uninstall scn=CHIPDRIVE mcn=TOWITOKO"
chp-gera;1.0.6.0;;"""C:\Program Files (x86)\chp-gera\WDUNINST.EXE"" /REG=""chp-geraExécutable Windows 32 bits"""
CIDELEC Documentation version 1.3;1.3;CIDELEC;"""C:\Program Files (x86)\CIDELEC\unins001.exe"" /SILENT"
CIDELEC version 2.5.0;2.5.0;CIDELEC;"""C:\Program Files (x86)\CIDELEC\unins000.exe"" /SILENT"
CIDELEC version 2.5.0;2.5.0;CIDELEC;"""C:\Program Files\CIDELEC\unins000.exe"" /SILENT"
Cisco AnyConnect Secure Mobility Client;3.1.03103;Cisco Systems, Inc.;"""C:\Program Files (x86)\Cisco\Cisco AnyConnect Secure Mobility Client\Uninstall.exe"" -remove"
Cisco AnyConnect Secure Mobility Client;4.5.03040;Cisco Systems, Inc.;"""C:\Program Files (x86)\Cisco\Cisco AnyConnect Secure Mobility Client\Uninstall.exe"" -remove"
Cisco EAP-FAST Module;2.2.14;Cisco Systems, Inc.;MsiExec.exe /qn /norestart /X{64BF0187-F3D2-498B-99EA-163AF9AE6EC9}
Cisco LEAP Module;1.0.19;Cisco Systems, Inc.;MsiExec.exe /qn /norestart /X{51C7AD07-C3F6-4635-8E8A-231306D810FE}
Cisco PEAP Module;1.1.6;Cisco Systems, Inc.;MsiExec.exe /qn /norestart /X{ED5776D5-59B4-46B7-AF81-5F2D94D7C640}
Cisco Telepresence ConferenceMe (TM);1.2.1.4;Cisco Systems, Inc.;MsiExec.exe /qn /norestart /X{5E84A35A-8B19-4DBB-AD8D-592B98C9034D}
Cisco WebEx Meeting Center;30.6.0.10050;Cisco WebEx LLC;MsiExec.exe /qn /norestart /X{36DC4E54-2CAA-4EC9-96A0-D4FC55E63BD2}
Cisco WebEx Meetings;;Cisco WebEx LLC;C:\PROGRA~2\WebEx\atcliun.exe
Cisco WebEx Meetings;;Cisco WebEx LLC;C:\PROGRA~3\webex\atcliun.exe
